"district","postalCode","id","city","line","state","text","uuid:ID"
"-","4628","Address_1","Indianapolis","Lilly Corporate Ctr","IN","Lilly Corporate Ctr, Indianapolis, -, IN, 4628, United States of America","3492d88a-3359-4d6c-a393-84955341b332"
