"uuid:ID","instanceType","id"
"8e21433c-d52e-42f7-9e11-19a20fefd92b","StudyCell","StudyCell_1"
"2892beef-c812-4e88-b742-6ac61a70b479","StudyCell","StudyCell_2"
"a0353aa5-da75-4a71-a7e5-f9c1228441b5","StudyCell","StudyCell_3"
"17876f91-035b-4074-9e1d-dd93832485c8","StudyCell","StudyCell_4"
"4708cc30-2734-4364-a330-0045f93709bb","StudyCell","StudyCell_5"
"4b27c0f6-1779-4325-a1ab-c9baaa4dded4","StudyCell","StudyCell_6"
"3f5ff469-d562-4cd9-a6ee-218ba4c0bc03","StudyCell","StudyCell_7"
"8bf0f938-e2f3-463e-b8fd-0f71d68da086","StudyCell","StudyCell_8"
"c8c2605c-395a-4d96-be1e-3593671f3692","StudyCell","StudyCell_9"
"b01033df-41e6-40bc-a550-da856c9cf7fe","StudyCell","StudyCell_10"
"8f34284e-d34e-478c-9c5a-c3ba5086edf6","StudyCell","StudyCell_11"
"cec8359c-f4b3-46e8-a6b9-ef0628ad9d1a","StudyCell","StudyCell_12"
"59909334-5358-4729-a4b1-bf83e0a70413","StudyCell","StudyCell_13"
"f0f6cc1f-ad4b-457f-ba68-159399f1c978","StudyCell","StudyCell_14"
"5e480f69-ff6b-414e-8bc8-4a32e5afb1d2","StudyCell","StudyCell_15"
