"uuid:ID","name","text","id","label","description","parameterMap"
"60171cfb-71fd-42d6-be82-c03afd86bd8f","IE_Dict","","SyntaxTemplateDictionary_1","IE Dictionary","Dictionary for IE","{'min_age': {'klass': 'StudyDesignPopulation', 'id': 'StudyDesignPopulation_1', 'attribute': 'plannedMinimumAgeOfParticipants'}, 'max_age': {'klass': 'StudyDesignPopulation', 'id': 'StudyDesignPopulation_1', 'attribute': 'plannedMaximumAgeOfParticipants'}, 'StudyPopulation': {'klass': 'StudyDesignPopulation', 'id': 'StudyDesignPopulation_1', 'attribute': 'populationDescription'}}"
"923aa0dc-7476-448b-a535-af1e83950fd6","AS_Dict","","SyntaxTemplateDictionary_2","Assessment Dictionary","Dictionary for Study Assessments","{'Activity1': {'klass': 'Activity', 'id': 'Activity_6', 'attribute': 'label'}}"
