"standardCodeAliases","id","uuid:ID"
"[]","AliasCode_1","4cedf91d-2165-4077-96ff-6421a1495a5f"
"[]","AliasCode_3","7e7dcdb3-ce96-4ad9-84c7-b422d98c9b94"
"[]","AliasCode_4","09714cf0-6ff5-488d-b255-0169f2023936"
"[]","AliasCode_109","05ccaf96-72d3-44b1-8395-0899dda1c37c"
"[]","AliasCode_110","047a2330-2bde-4eb4-a43e-68c14f9aac26"
"[]","AliasCode_111","b5096ecb-7795-49e2-8926-37cbdb8df3c5"
"[]","AliasCode_108","5bdea087-2c11-4812-9478-9a2f0385ac21"
"[]","AliasCode_113","7d6aae5f-c6e0-4761-8687-a91140c35a14"
"[]","AliasCode_114","656d2b5d-ab71-4f85-8ede-0b38e38ce01a"
"[]","AliasCode_112","baa1654a-cccd-4c3d-aeb8-7c6fd03a2808"
"[]","AliasCode_116","e1c49891-8aad-4a8c-a788-0b695f041c6b"
"[]","AliasCode_117","17f18e8e-c7d8-4d93-9a0a-2a624ef3b6ab"
"[]","AliasCode_115","f1b554d8-56a4-4e12-95fc-b9e9bb0518e2"
"[]","AliasCode_119","f69e4511-2e90-4ed9-bac8-38e38ca78dbf"
"[]","AliasCode_120","d4f36b29-694d-4d40-81c5-fdbbff7362ac"
"[]","AliasCode_121","afe5a2d4-eb8f-4b82-89de-ecc3664cf948"
"[]","AliasCode_122","4ecd9d12-1676-4b1e-85d0-e21a60efed9f"
"[]","AliasCode_118","51c6f8ac-4e37-4b43-afc8-8510352c906b"
"[]","AliasCode_124","064f41a8-0628-4434-bf41-245e462b82ec"
"[]","AliasCode_125","3dbeadb1-ed67-414d-ac4f-ee013c66ee3b"
"[]","AliasCode_126","7518d795-7134-41dd-b551-fa24f4f4adb1"
"[]","AliasCode_127","aee40cd4-2d53-4aa9-b43f-98f4e8cd2fe2"
"[]","AliasCode_123","ca143f4c-1792-4d8c-a17e-05dd50dba1d8"
"[]","AliasCode_129","6322b6ac-6689-4983-8847-7e77bea3794c"
"[]","AliasCode_130","f58cd76e-56e8-4545-83f0-6b33b13118fb"
"[]","AliasCode_131","842456f7-0850-4366-8fd9-0bd3ce7c563d"
"[]","AliasCode_132","b5dd21e1-cd83-4f81-97b2-0cd2397bc2d3"
"[]","AliasCode_128","4339d17f-b6ea-40af-8c43-da50b6f26073"
"[]","AliasCode_134","8f6ec83e-762a-45f0-ab8b-01e64daef102"
"[]","AliasCode_135","ceacdbb0-310f-4b27-a340-01811467f487"
"[]","AliasCode_136","6d578918-a6b4-4738-92ef-d14809722740"
"[]","AliasCode_137","5949964c-b5cd-4fa9-b815-e23d62435854"
"[]","AliasCode_133","08a65b11-3ea7-4592-a320-ff5f10ed856d"
"[]","AliasCode_139","f5fa3c94-245f-406d-95c8-a7dc7086cdeb"
"[]","AliasCode_140","f7acc56d-dc5c-4d45-bbad-4a494b88d257"
"[]","AliasCode_141","ecddeedd-1a3e-4369-ac3e-eace10d10c74"
"[]","AliasCode_142","48130626-357b-4504-a6dc-b9d2293da97e"
"[]","AliasCode_138","cf9df77c-a338-4e82-8891-835a28a9a50c"
"[]","AliasCode_144","7205655b-2dcd-4fa9-b269-4ca41944e101"
"[]","AliasCode_145","92d57ade-3c8c-461c-b2b6-3411001d09e3"
"[]","AliasCode_146","b79ce5f7-20f8-47bb-83ca-1e5d30d8dd26"
"[]","AliasCode_147","eb9a32de-78af-41ba-ac42-3b32d305329c"
"[]","AliasCode_143","a04541b3-d7ce-482c-b446-ad8f481211b3"
"[]","AliasCode_149","d7ba0224-1474-4aaa-a734-f3308f331ab6"
"[]","AliasCode_150","55b7158e-3f43-463e-8bb1-1062c4093edc"
"[]","AliasCode_151","cf82f8b4-5d0c-4ff0-af08-dd804effb01c"
