"line","district","city","postalCode","state","text","id","uuid:ID"
"Lilly Corporate Ctr","-","Indianapolis","4628","IN","Lilly Corporate Ctr, Indianapolis, -, IN, 4628, United States of America","Address_1","95742a7c-9144-486d-8088-b8221bdaa0c0"
