"uuid:ID","id"
"dd0193d0-4916-4c46-a789-89d3632bd72e","StudyCell_1"
"4fbd44b4-3522-4f2f-bac2-88da5dcc1a59","StudyCell_2"
"f06f38f0-8901-4389-ab08-5b805005d848","StudyCell_3"
"e26b6ed8-bc4d-4d72-ba4f-6976edb0369b","StudyCell_4"
"ffdad99a-0b16-406e-80bc-fb75f6278f1e","StudyCell_5"
"80cb4e77-4b43-48b7-b17b-824300df39e3","StudyCell_6"
"d224f56d-2e60-41fa-ac04-42c432bd59b6","StudyCell_7"
"527105df-1909-41af-a002-21100dd2c783","StudyCell_8"
"f505e0e0-affd-4ebc-b5a9-a1eb35995a4a","StudyCell_9"
"b32db7b9-509b-4fb8-9ba6-33c1f62d165a","StudyCell_10"
"3b92858a-12dd-4a34-89f7-f8c87c2de0e3","StudyCell_11"
"67c999e8-d5fa-4f1d-918d-5987ec0412c9","StudyCell_12"
"c34be439-ca2c-4431-a753-effdbf06bce7","StudyCell_13"
"e39de6c3-9896-4517-918f-bbbe7d87b49a","StudyCell_14"
"43e60d5a-3d6b-4ee3-8bfb-5439d098d9a2","StudyCell_15"
