"postalCode","uuid:ID","id","text","line","district","state","city"
"4628","74638ed0-51e7-4b12-9560-77b4d81e5ca1","Address_1","Lilly Corporate Ctr, Indianapolis, -, IN, 4628, United States of America","Lilly Corporate Ctr","-","IN","Indianapolis"
