"uuid:ID","name","entryCondition","label","mainTimeline","id","description"
"9892cddb-4024-4c97-854a-284217251909","Main Timeline","Potential subject identified","Main Timeline","True","ScheduleTimeline_1","This is the main timeline for the study design."
