"id","uuid:ID","isEnabled"
"ResponseCode_1","805f7205-4a5e-4f30-a29f-38c35b567dad","True"
"ResponseCode_2","585e623b-1cda-4ed9-a4c0-801801302481","True"
"ResponseCode_3","c5798b79-69e9-4ed0-b38a-313a529386cf","True"
"ResponseCode_4","87d66ec5-4b50-4372-971f-b7ebda28f001","True"
"ResponseCode_5","728aee29-ecc1-4670-87f3-b12e7350e7f0","True"
