"id","value","uuid:ID"
"Quantity_3","1.0","bdc9eaf7-2be3-49c6-9156-bc98df5a68c2"
"Quantity_1","14.0","de0e23c5-43a9-4cec-9cfb-ca0817352d1f"
"Quantity_2","12.0","c08463ba-77a5-4b12-b83d-7b5e902e63b7"
"Quantity_6","1.0","d604094e-1956-4677-a126-62363bc1994d"
"Quantity_4","14.0","7d93768c-2e3a-411d-9da2-816f2bfffb60"
"Quantity_5","12.0","f9deb1b0-6005-44ed-962f-d85af9e58801"
