"uuid:ID","minValue","isApproximate","id","maxValue"
"3dc87672-5bf3-4c19-8e75-cf8607101a93","120.0","False","Range_2","120.0"
"9adf9b38-8752-42bb-a383-cf704676987e","100.0","False","Range_1","100.0"
