"id","name","uuid:ID","text"
"AnalysisPopulation_1","AP_1","f6a302dc-7642-413a-8e10-36c1297ebd0d","ITT"
"AnalysisPopulation_2","AP_4","7a00e311-093a-4513-a537-9444d888efe2","ITT"
