"isEnabled","id","uuid:ID"
"True","ResponseCode_1","2bf14825-84a6-40ee-9d44-b69f5712fb2c"
"True","ResponseCode_2","6342d225-fba6-4642-9c37-bacaea92b263"
"True","ResponseCode_3","9fcdf221-a6ae-4b34-be03-986fad034bb9"
"True","ResponseCode_4","273e39a9-6444-4e6e-b4f5-bc55054944ae"
"True","ResponseCode_5","7956eb83-04b6-4ece-b45e-063e48ed19de"
