"uuid:ID","id","value"
"556c0f4b-8026-4912-956b-c191fedd54d4","Quantity_3","1.0"
"2b7789fb-dfb2-42a1-9353-3865c7fe9dfa","Quantity_1","14.0"
"cc0cc3a1-aac0-4b3a-ae08-d58cc6f00823","Quantity_2","12.0"
"d4448d93-3c75-4a5c-8445-ad16f61b95c9","Quantity_6","1.0"
"b902edad-dc46-4ed8-9a8e-90efe4899706","Quantity_4","14.0"
"e6b8a14c-ebf5-4a53-824f-95b2afd45c06","Quantity_5","12.0"
