"uuid:ID","id","text","name"
"12825105-d562-4564-a8bb-06adac06aa8f","AnalysisPopulation_1","ITT","AP_1"
"867047b6-bb49-4d16-aac0-f1234741b7d7","AnalysisPopulation_2","ITT","AP_4"
