"uuid:ID","id","otherReason"
"b23ddec9-a8eb-4a0d-a865-c39b424fd91d","StudyAmendmentReason_5","Fix typographical errors"
"81cc98f9-b434-47d9-a5b6-0c6685332028","StudyAmendmentReason_3",""
"d9b9c744-e247-4a00-b730-3ee4879127fa","StudyAmendmentReason_4",""
"7aa42f39-045d-4e38-bcbd-389b7d3e3d51","StudyAmendmentReason_2",""
"10fd2499-c4e1-4131-9055-ae6e866c3d51","StudyAmendmentReason_1",""
