"responseCodeEnabled","uuid:ID","id"
"True","50eb4fa4-bf59-40bc-a916-ce73aa58f1f9","ResponseCode_1"
"True","38f0a01a-2091-4026-bc13-78f4fa87789e","ResponseCode_2"
"True","c99276f5-9cd0-4913-9e81-634fb70e620c","ResponseCode_3"
"True","1bb07613-f114-41dd-91f8-9d94de98a18b","ResponseCode_4"
"True","5c6a8b9b-3349-47fe-b899-9527f7ca9bec","ResponseCode_5"
"True","63e85de9-e446-406d-8010-73a40a61e9f3","ResponseCode_6"
"True","4e7ca853-4ec3-45fb-b7f0-3200af8339e7","ResponseCode_7"
