"name","uuid:ID","description","label","text","id"
"AP_1","09a749fd-0b12-4aa6-9421-e05c636677a4","","","ITT","AnalysisPopulation_1"
"AP_4","000ed5fd-07e7-46e7-8836-82d0ca42f979","","","ITT","AnalysisPopulation_2"
