"uuid:ID","standardCodeAliases","id"
"1cdc5dc8-321d-4f30-be70-d7e0a5b21a50","[]","AliasCode_1"
"8108aefa-b65c-4ff2-b76a-4c55cd531fa2","[]","AliasCode_4"
"73af9cf7-752c-405d-be06-e74eb2acc898","[]","AliasCode_3"
"446273b3-3eac-41ce-96f6-fb281c07b3d7","[]","AliasCode_6"
"d6c27ae1-517a-4eb3-b60a-7426ac1adc24","[]","AliasCode_5"
"efd5703f-b6cd-4465-a6fc-f05a431eed23","[]","AliasCode_8"
"8b385097-7c7e-4edd-8796-0baf0b4d8293","[]","AliasCode_9"
"732227bb-5e9e-4c5a-86c7-2c8acc7c9bf1","[]","AliasCode_7"
"96106249-5a7a-4a63-875a-430d6d9812ba","[]","AliasCode_2"
