"uuid:ID","minValue","instanceType","id","maxValue","isApproximate"
"395189df-4c11-48fd-85b0-097a47531254","300.0","Range","Range_2","300.0","False"
"81f9562c-2aae-4627-bbff-126854ef136c","300.0","Range","Range_1","300.0","False"
"647d93f0-6bd9-41c3-bbe5-b3cb90272198","50.0","Range","Range_3","100.0","False"
