"uuid:ID","instanceType","id"
"dc1b2b67-3540-474a-8187-2e47b657e144","StudyCell","StudyCell_1"
"fe829ab6-4d37-4bce-ad47-654758d0096d","StudyCell","StudyCell_2"
"a29f6fe3-a7ea-408e-b43a-99a21f380047","StudyCell","StudyCell_3"
"93f9bfde-5065-4f41-9feb-a2ba00b0a2f1","StudyCell","StudyCell_4"
"e787b6b0-28ee-4557-9b8b-4e8f81cf9dee","StudyCell","StudyCell_5"
"fd96ca86-6b45-434b-8cab-960f5379c8d3","StudyCell","StudyCell_6"
"6e780c77-8f80-4da7-b84e-144322d98934","StudyCell","StudyCell_7"
"ecf79eea-b7b4-4fea-877e-f9a359db549f","StudyCell","StudyCell_8"
"5c773cee-7033-4ebc-8a4a-8a3c84d09310","StudyCell","StudyCell_9"
"19376a45-3e1b-484c-88d8-cf633000c6a6","StudyCell","StudyCell_10"
"a1c3f60e-f47a-40d3-93d0-c46df656abcd","StudyCell","StudyCell_11"
"1e7c358a-3a66-462a-9071-2e9b0892c6ce","StudyCell","StudyCell_12"
"6bfde551-3f2b-4aa6-a2a1-b34b1ed4667d","StudyCell","StudyCell_13"
"36aa1d3b-422e-4417-819a-06f44ede1131","StudyCell","StudyCell_14"
"760f9a3c-448c-467f-8265-8ee86f267ffa","StudyCell","StudyCell_15"
