"uuid:ID","instanceType","otherReason","id"
"9625d0cf-d93c-4770-b84d-241d060f13f9","StudyAmendmentReason","","StudyAmendmentReason_1"
"ad5c6ff3-e471-4493-81b3-f7212875700d","StudyAmendmentReason","Fix typographical errors","StudyAmendmentReason_2"
