"id","value","uuid:ID"
"Quantity_3","1.0","1663c537-1be7-4333-86e7-32061b2f2af0"
"Quantity_1","14.0","185a581a-0de8-4252-a0e9-c1e27e9050f3"
"Quantity_2","12.0","d8736842-b12d-41a4-8741-b4388db7a729"
"Quantity_6","1.0","4ebb6ebf-6791-4be1-bc67-18be043245ba"
"Quantity_4","14.0","f6486cd4-9a82-4b9c-92fd-8fbc67c4e897"
"Quantity_5","12.0","3ef2f984-e117-4d41-9bd9-23469b62aec7"
