"label","id","description","name","uuid:ID"
"","StudyCohort_1","","COHORT1","b4206003-aa3d-4503-9be7-9f521c9b5bd0"
"","StudyCohort_2","","COHORT2","0c42afee-940a-4110-9409-4f2add7a9113"
