"instanceType","maxValue","id","minValue","isApproximate","uuid:ID"
"Range","300.0","Range_2","300.0","False","d9c85893-a61e-4b2e-afb9-800c53d5c07a"
"Range","300.0","Range_1","300.0","False","d710201c-aba4-48ca-9b04-68cc882f7439"
"Range","100.0","Range_3","50.0","False","dcae7c2b-f82d-4f21-95ef-a5141406879b"
