"uuid:ID","instanceType","isApproximate","maxValue","minValue","id"
"a9e669c7-d0e6-4b16-882c-2d1a526ef75a","Range","False","300.0","300.0","Range_2"
"51da7c99-317f-494e-83b7-fbdd05b3584c","Range","False","300.0","300.0","Range_1"
"f6412e36-bfa9-4a4a-9cd7-c8b6860d6301","Range","False","100.0","50.0","Range_3"
