"instanceType","uuid:ID","id"
"StudyCell","dad8bf2f-23e7-41ce-a9f3-5bf0b20bc071","StudyCell_1"
"StudyCell","11ad4f1f-3a6d-4e91-8522-ded91141f896","StudyCell_2"
"StudyCell","8dda517c-198a-42f7-80e7-879fc30a8ad9","StudyCell_3"
"StudyCell","f11fb893-c6cf-42a5-b8ba-20cc23b04ffc","StudyCell_4"
"StudyCell","c2530f7b-fc08-4cea-bd41-c7670b088678","StudyCell_5"
"StudyCell","994e9be9-4b94-4790-a0a2-54fd16ba6a20","StudyCell_6"
"StudyCell","12e71a8e-ab90-4c9b-82fc-c81c163f3e6c","StudyCell_7"
"StudyCell","3821de27-db14-4201-8393-c8d425f39ca2","StudyCell_8"
"StudyCell","8f1df991-9c3e-4f9b-84d1-e4daf69c64bd","StudyCell_9"
"StudyCell","3649dc3c-7b79-4ea8-a496-fb8bee2f3c00","StudyCell_10"
"StudyCell","076278e7-1786-44de-a2e8-78f0fb6eb938","StudyCell_11"
"StudyCell","1ba324fd-2897-4fc3-a43d-e88aa9b13e14","StudyCell_12"
"StudyCell","d9839f35-2303-4411-abd2-b98fb843483e","StudyCell_13"
"StudyCell","f74cf3d4-4ea7-4de1-ad31-b80c8b70b8bd","StudyCell_14"
"StudyCell","82907828-420f-4b36-9fcb-69b02f71498d","StudyCell_15"
