"id","uuid:ID","state","line","district","city","text","postalCode"
"Address_1","b9e20715-fe13-4a00-befa-7b852440d49f","IN","Lilly Corporate Ctr","-","Indianapolis","Lilly Corporate Ctr, Indianapolis, -, IN, 4628, United States of America","4628"
