"standardCodeAliases","id","uuid:ID"
"[]","AliasCode_29","4bc1ce6d-abf5-42d9-badf-e4496a9d6c90"
"[]","AliasCode_30","7b5e5116-5cba-4a07-8959-acb400e2ac67"
"[]","AliasCode_31","7a915724-df86-4e4f-ae9a-c9c06d7be0d6"
"[]","AliasCode_32","0291a948-9789-4b79-a3cb-657f9e293b56"
"[]","AliasCode_33","b6e75e73-89fc-425a-91e9-40b771054efa"
"[]","AliasCode_34","3cbfc1b9-a023-41bc-9fbf-4729c48cb2ed"
"[]","AliasCode_28","b3fcd2e7-3ad6-48d8-a285-58014efdc410"
"[]","AliasCode_36","d47f3ec1-75da-4d45-8393-9648101697ef"
"[]","AliasCode_37","c209ba3c-38f4-4735-90d0-086fc1f2ee3c"
"[]","AliasCode_38","2950bba1-8f66-423a-98cd-a34921dc57a5"
"[]","AliasCode_35","82e14633-2aa5-4430-ada8-3a1373fdc677"
"[]","AliasCode_40","8d2e5b65-d7bf-4ad3-979d-c5f2afe7cf91"
"[]","AliasCode_41","19723303-b0b4-448b-8c6a-e318592bb52d"
"[]","AliasCode_39","89bbb24e-22c0-424b-b11a-091f3a336af9"
"[]","AliasCode_43","07d94784-2ea1-4930-8dea-215719bc963d"
"[]","AliasCode_44","d0211b3d-716f-443a-99e7-22edb07faae2"
"[]","AliasCode_42","5cbc5c33-0251-4ec7-876c-6f001f0d7f2e"
"[]","AliasCode_46","525ca528-b6a2-4240-8891-c00cdfe0fc04"
"[]","AliasCode_47","ea18f817-61bb-439d-a1b6-cc73751c6261"
"[]","AliasCode_48","98933f0e-b7e2-463a-ad00-00a029df5add"
"[]","AliasCode_49","2a8877ed-8b2b-4b28-94cb-753471c3e39d"
"[]","AliasCode_45","594e0a8a-c86f-4c8a-96df-d35905e3071d"
"[]","AliasCode_51","1d2fd1d2-d3cd-4238-acb3-4b6496ce07a6"
"[]","AliasCode_52","a88c2745-e2d9-48f8-a0fd-893568695d44"
"[]","AliasCode_53","0193fbbd-369d-435a-a988-30ab431c9fc7"
"[]","AliasCode_54","c069bc04-689d-4cec-a500-2a97f66e6117"
"[]","AliasCode_50","5f68501a-d2ad-4073-863b-401949d68484"
"[]","AliasCode_56","6636d2dc-d0e5-4bd8-b5cf-7b5202342182"
"[]","AliasCode_57","8c41a366-41ed-4c6e-afb0-2415df962d8e"
"[]","AliasCode_58","0b7df358-1f01-4447-a5cd-b48ce56549af"
"[]","AliasCode_59","bb0949a9-bde3-4696-b369-eb94e1b7bd19"
"[]","AliasCode_55","97666b62-2b10-4969-8aa8-66b7e7aa3602"
"[]","AliasCode_61","fe27258e-4d3e-4c05-95e2-f6ea6ff52078"
"[]","AliasCode_62","ab12debf-5f05-426c-a7e7-702e46b6e47f"
"[]","AliasCode_63","3acd4d37-d842-49ec-aa74-33a3509803d5"
"[]","AliasCode_64","21836a0f-f2d6-4f8c-bd9a-e96327a6e6cd"
"[]","AliasCode_60","b5742cd4-0a6f-4532-a723-5f8e0b0dc89e"
"[]","AliasCode_66","c47516aa-8ac4-435a-a315-79273cd67963"
"[]","AliasCode_67","7bd5ee4a-fdee-410a-bc8a-717e1a37f77e"
"[]","AliasCode_68","36e93ea0-0497-4a91-b562-2e0a252a7a2e"
"[]","AliasCode_69","e1dbfeba-964c-4fac-baca-d8182485026d"
"[]","AliasCode_65","dba1fcbf-94ea-4a54-9184-bfa0c6d7e717"
"[]","AliasCode_71","a34b87a4-9cc1-4d45-9e4e-680cc17b2049"
"[]","AliasCode_72","4207ee2d-93e3-46c5-8528-897827097069"
"[]","AliasCode_73","8554d61b-910d-4f39-813f-e5acbd876f47"
"[]","AliasCode_74","2464aa41-e89f-46e9-bd1d-dfe1148c3e9a"
"[]","AliasCode_70","e635cfba-1b95-42b9-a388-d00e01d0b84f"
"[]","AliasCode_76","2fbc4a3f-aa85-4f41-b912-2afb104febb6"
"[]","AliasCode_77","ec9dc411-c31b-48a6-a5fc-cd04565d2088"
"[]","AliasCode_78","5d6e157a-45e5-4478-a423-3405a3fe5774"
"[]","AliasCode_79","9d3a77c8-79d0-44d1-9cd0-bba2921b9d27"
"[]","AliasCode_75","94b071bc-320e-4388-89af-53eecbc7ba9c"
"[]","AliasCode_81","707afe8c-0444-44f9-9fd1-cda19501cf7a"
"[]","AliasCode_82","1403ebc7-9e71-4f8a-91fb-3a8a07ba2d3f"
"[]","AliasCode_83","3fed574e-0bb4-4cd8-98e2-1845c5c2ec99"
"[]","AliasCode_84","6a6057de-eec2-46da-9c01-8ecb4111eb50"
"[]","AliasCode_85","adfe9f58-25e7-40ef-aea2-e5c877a57f74"
"[]","AliasCode_86","cb8d576d-6e0a-42fd-b3b3-7b2a5cd3c788"
"[]","AliasCode_80","7f17a9fc-f537-4b68-bb2b-1865dc201eda"
"[]","AliasCode_88","924786f8-445e-47d7-a249-a55e681ff00e"
"[]","AliasCode_89","90db17e9-6f58-416c-af77-7085d62bfade"
"[]","AliasCode_90","58706e00-d39b-4779-8f1f-cf877bf0ad09"
"[]","AliasCode_91","e9abd978-cf90-492a-b372-0274ec96b707"
"[]","AliasCode_92","fd84db11-62c8-49fa-8159-d8f0589121c3"
"[]","AliasCode_93","3c7ed378-d363-4f18-b965-0fbe0fb11a1c"
"[]","AliasCode_87","84313a66-dbdc-4d53-a54c-d785e6642672"
"[]","AliasCode_95","e6b002ac-fab6-4ff4-b5e5-218b26e8229e"
"[]","AliasCode_96","f9ac7a12-b694-40c3-84f2-1f26e6d46d9b"
"[]","AliasCode_97","5a816518-3686-455a-b454-f048d775526e"
"[]","AliasCode_98","3b735125-365a-4fdb-a58d-c689accf4da2"
"[]","AliasCode_99","b78d6cae-cf5e-4476-9594-ffc654b217e7"
"[]","AliasCode_100","fbcf46d3-759b-44cb-8c4c-7eccbe37c74d"
"[]","AliasCode_94","0e8ac527-e326-4c47-a6fb-ec60474fd01e"
"[]","AliasCode_102","8856a5df-928a-4474-b66e-b083e4767294"
"[]","AliasCode_103","c55dc849-8609-43d3-984a-8c7a046f498c"
"[]","AliasCode_104","6044a2a8-eed8-42a5-9d3c-77960885d6e5"
"[]","AliasCode_105","4ec23dc2-42e4-49c9-b161-ba47a49782f8"
"[]","AliasCode_106","69cda068-3285-47d1-8010-698daec5f746"
"[]","AliasCode_107","66448ebc-fee3-42c0-a75c-0539518fc724"
"[]","AliasCode_101","bcab9ade-6b45-43da-b5cc-13faeb11b452"
"[]","AliasCode_5","2452ffde-ede5-4322-871a-ed512283e224"
"[]","AliasCode_2","fe142985-43e8-4929-b107-f9a22628b5f3"
