"id","uuid:ID","name","instanceType"
"4bb4ab11-8ac4-435c-aa96-a2b3c4eab137","4bb4ab11-8ac4-435c-aa96-a2b3c4eab137","Study_CDISC PILOT - LZZT","Study"
