"uuid:ID","otherReason","instanceType","id"
"a85724d5-e44a-49b7-acf3-464df3ef425a","","StudyAmendmentReason","StudyAmendmentReason_1"
"d029d273-0a9d-43ef-93b5-0b6db305fab3","Fix typographical errors","StudyAmendmentReason","StudyAmendmentReason_2"
