"instanceType","label","isEnabled","datatype","isRequired","id","name","uuid:ID"
"BiomedicalConceptProperty","DSDECOD","True","text","True","BiomedicalConceptProperty_116","DSDECOD","38d70405-98b9-4f61-8640-6017803c146d"
"BiomedicalConceptProperty","DSTERM","True","text","True","BiomedicalConceptProperty_117","DSTERM","6c210634-30f9-403a-bc0e-055a39d73b8d"
"BiomedicalConceptProperty","DSSTDTC","True","datetime","True","BiomedicalConceptProperty_118","DSSTDTC","c8409ec5-3caa-484b-ac30-0da968b14cbf"
"BiomedicalConceptProperty","Sex","True","string","True","BiomedicalConceptProperty_119","Sex","af8963f2-a9e0-4713-baee-2f57bb11734e"
"BiomedicalConceptProperty","Race","True","string","True","BiomedicalConceptProperty_120","Race","9151c880-12c9-4f54-87f1-326b07fcd2a3"
"BiomedicalConceptProperty","VSTESTCD","True","","True","BiomedicalConceptProperty_121","VSTESTCD","ec759577-b6bb-4753-ac93-45555ec82b5c"
"BiomedicalConceptProperty","VSORRES","True","float","True","BiomedicalConceptProperty_122","VSORRES","4be70ecb-fa7c-46eb-b9a5-f5bddd386a16"
"BiomedicalConceptProperty","VSORRESU","True","","True","BiomedicalConceptProperty_123","VSORRESU","8c9bae3b-d519-482d-88b9-3975240c61b4"
"BiomedicalConceptProperty","VSLOC","True","","True","BiomedicalConceptProperty_124","VSLOC","60b9869a-9fc9-4c88-bacd-690c61a1c98b"
"BiomedicalConceptProperty","VSTESTCD","True","","True","BiomedicalConceptProperty_125","VSTESTCD","173c7d56-7db1-4554-8e2e-62f38f1ce34d"
"BiomedicalConceptProperty","VSORRES","True","float","True","BiomedicalConceptProperty_126","VSORRES","082ab75e-ec09-4f04-9eab-cd3892c5e3db"
"BiomedicalConceptProperty","VSORRESU","True","","True","BiomedicalConceptProperty_127","VSORRESU","d45fb084-b9ed-4085-a2cd-8c724b0bb9a1"
"BiomedicalConceptProperty","VSTESTCD","True","","True","BiomedicalConceptProperty_128","VSTESTCD","feb1b475-70cb-4171-862e-ea6561f570c7"
"BiomedicalConceptProperty","VSORRES","True","float","True","BiomedicalConceptProperty_129","VSORRES","15ece647-e76b-4aa2-b5ad-453bf27c12c1"
"BiomedicalConceptProperty","VSORRESU","True","","True","BiomedicalConceptProperty_130","VSORRESU","955c7c7a-aec6-4e79-881a-f73f10360c33"
"BiomedicalConceptProperty","LBTESTCD","True","","True","BiomedicalConceptProperty_131","LBTESTCD","03c13dcd-ab31-4fc1-a023-113adf1b91dd"
"BiomedicalConceptProperty","LBORRES","True","float","True","BiomedicalConceptProperty_132","LBORRES","22d2ea74-38d9-4be3-b07a-e7f8b5a0cfb7"
"BiomedicalConceptProperty","LBORRESU","True","","True","BiomedicalConceptProperty_133","LBORRESU","8e2c46d0-79eb-4c5a-a888-26df26e07db6"
"BiomedicalConceptProperty","LBSPEC","True","","True","BiomedicalConceptProperty_134","LBSPEC","966f21bd-1dff-41dd-90a6-d4ad4d9e89e3"
"BiomedicalConceptProperty","LBFAST","True","","True","BiomedicalConceptProperty_135","LBFAST","334fcc1d-9eef-4f48-9da7-cd214eb413c8"
"BiomedicalConceptProperty","LBTESTCD","True","","True","BiomedicalConceptProperty_136","LBTESTCD","739a2849-9898-409d-aa52-0f32afc8e5c0"
"BiomedicalConceptProperty","LBORRES","True","text","True","BiomedicalConceptProperty_137","LBORRES","837d4054-cea5-45e9-9328-089bf5e61a0b"
"BiomedicalConceptProperty","LBSPEC","True","","True","BiomedicalConceptProperty_138","LBSPEC","23a5721c-3c59-4457-b58c-7a73d68407d2"
"BiomedicalConceptProperty","LBFAST","True","","True","BiomedicalConceptProperty_139","LBFAST","d7f81a1b-a46b-448b-9f58-d5eb5aca26ad"
"BiomedicalConceptProperty","LBTESTCD","True","","True","BiomedicalConceptProperty_140","LBTESTCD","7c9fd2ce-c381-4361-bb78-cc43cd9d7068"
"BiomedicalConceptProperty","LBORRES","True","float","True","BiomedicalConceptProperty_141","LBORRES","4b7708f0-0eb3-4995-b188-ca426fe5c02e"
"BiomedicalConceptProperty","LBORRESU","True","","True","BiomedicalConceptProperty_142","LBORRESU","1b2e1fa0-de5e-4b88-a019-70a29cd50ce7"
"BiomedicalConceptProperty","LBSPEC","True","","True","BiomedicalConceptProperty_143","LBSPEC","f0e72ec0-d54a-4646-81e1-785ae5313ec4"
"BiomedicalConceptProperty","LBFAST","True","","True","BiomedicalConceptProperty_144","LBFAST","7dd9019b-9ec1-42af-ab07-86ad9022a62d"
"BiomedicalConceptProperty","LBTESTCD","True","","True","BiomedicalConceptProperty_145","LBTESTCD","2256c05f-3378-4637-bf9c-a3a8e78f932c"
"BiomedicalConceptProperty","LBORRES","True","float","True","BiomedicalConceptProperty_146","LBORRES","5f73e41a-e8be-4b9b-9233-f28538192ee3"
"BiomedicalConceptProperty","LBORRESU","True","","True","BiomedicalConceptProperty_147","LBORRESU","7a2c515b-7a3c-481a-bc4e-9dfe3973f6af"
"BiomedicalConceptProperty","LBSPEC","True","","True","BiomedicalConceptProperty_148","LBSPEC","66d4c059-cad0-4901-8245-5aa6a2df8d7a"
"BiomedicalConceptProperty","LBFAST","True","","True","BiomedicalConceptProperty_149","LBFAST","2cb37b87-0ef6-4ee0-87a6-9b3616267544"
"BiomedicalConceptProperty","LBTESTCD","True","","True","BiomedicalConceptProperty_150","LBTESTCD","021e03c6-eec6-435f-acc0-83cb83f9f7f9"
"BiomedicalConceptProperty","LBORRES","True","float","True","BiomedicalConceptProperty_151","LBORRES","809b4831-8bab-452b-aea5-655e1777ca4b"
"BiomedicalConceptProperty","LBORRESU","True","","True","BiomedicalConceptProperty_152","LBORRESU","ae7877dc-5de1-4db3-a5c7-7d342d284949"
"BiomedicalConceptProperty","LBSPEC","True","","True","BiomedicalConceptProperty_153","LBSPEC","15b6744c-c773-46aa-ae0e-6d04c22c9d4e"
"BiomedicalConceptProperty","LBFAST","True","","True","BiomedicalConceptProperty_154","LBFAST","c1d4e04d-8346-4d76-a33f-23e98c27e540"
"BiomedicalConceptProperty","LBTESTCD","True","","True","BiomedicalConceptProperty_155","LBTESTCD","aa810f5d-0173-4f1d-92e5-030a0689d4a2"
"BiomedicalConceptProperty","LBORRES","True","float","True","BiomedicalConceptProperty_156","LBORRES","8b5a9d13-96c4-4013-8d89-8fb64a9f43f6"
"BiomedicalConceptProperty","LBORRESU","True","","True","BiomedicalConceptProperty_157","LBORRESU","ac5e16ab-9ea3-4f85-81af-1b956f6916ed"
"BiomedicalConceptProperty","LBSPEC","True","","True","BiomedicalConceptProperty_158","LBSPEC","1f3ec0d4-1540-4251-ba42-2586a9b5d4af"
"BiomedicalConceptProperty","LBFAST","True","","True","BiomedicalConceptProperty_159","LBFAST","cda6ef42-070a-41d7-99af-aa74ed69d0bb"
"BiomedicalConceptProperty","LBTESTCD","True","","True","BiomedicalConceptProperty_160","LBTESTCD","af63b0d5-4ca2-4de9-bd17-66d5ce265d88"
"BiomedicalConceptProperty","LBORRES","True","float","True","BiomedicalConceptProperty_161","LBORRES","4c7f8834-0c91-4755-986e-9276153d8787"
"BiomedicalConceptProperty","LBORRESU","True","","True","BiomedicalConceptProperty_162","LBORRESU","6898721a-8504-49fd-a8b1-85e890df5691"
"BiomedicalConceptProperty","LBSPEC","True","","True","BiomedicalConceptProperty_163","LBSPEC","86994a2b-3702-41ff-9346-b92e09196cd0"
"BiomedicalConceptProperty","LBFAST","True","","True","BiomedicalConceptProperty_164","LBFAST","4f543fa0-827c-4812-b8ba-e91c8116dd01"
"BiomedicalConceptProperty","LBTESTCD","True","","True","BiomedicalConceptProperty_165","LBTESTCD","6fd241aa-22e2-4064-a57e-dc086ce7331f"
"BiomedicalConceptProperty","LBORRES","True","float","True","BiomedicalConceptProperty_166","LBORRES","35b454aa-547d-43e3-ac21-da3f88533283"
"BiomedicalConceptProperty","LBORRESU","True","","True","BiomedicalConceptProperty_167","LBORRESU","f691146b-0493-481f-be41-943c4c2856c6"
"BiomedicalConceptProperty","LBSPEC","True","","True","BiomedicalConceptProperty_168","LBSPEC","ee82a8ae-067b-48e8-99d4-bb82d2b32961"
"BiomedicalConceptProperty","LBFAST","True","","True","BiomedicalConceptProperty_169","LBFAST","da3e563f-1613-45a3-a8b2-69b3dd899fea"
"BiomedicalConceptProperty","AETERM","True","text","True","BiomedicalConceptProperty_1","AETERM","03e51f37-5d96-431e-91e8-1e0cc6ac4a4c"
"BiomedicalConceptProperty","AEDECOD","True","text","True","BiomedicalConceptProperty_2","AEDECOD","2a87fd1e-300c-4ff3-be58-89f25de862bd"
"BiomedicalConceptProperty","AEPRESP","True","text","True","BiomedicalConceptProperty_3","AEPRESP","8c580062-ef0f-4c50-a2f0-12b5a4d02813"
"BiomedicalConceptProperty","AELOC","True","text","True","BiomedicalConceptProperty_4","AELOC","4f0410dc-cf02-4087-9f7b-4fb52094480c"
"BiomedicalConceptProperty","AESEV","True","text","True","BiomedicalConceptProperty_5","AESEV","d810f391-e797-4acc-8f9c-e9a49e00b623"
"BiomedicalConceptProperty","AESER","True","text","True","BiomedicalConceptProperty_6","AESER","736ddbbf-7203-4b01-bdb5-d84dd74e2e0e"
"BiomedicalConceptProperty","AEACN","True","text","True","BiomedicalConceptProperty_7","AEACN","17f8c971-ef46-4cd2-aebc-77389fef9a23"
"BiomedicalConceptProperty","AEACNOTH","True","text","True","BiomedicalConceptProperty_8","AEACNOTH","46111c02-6d5c-4852-bbb8-db4af6518cb1"
"BiomedicalConceptProperty","AEREL","True","text","True","BiomedicalConceptProperty_9","AEREL","73602fb8-e18c-40fc-8d37-7ef0a22c4653"
"BiomedicalConceptProperty","AERELNST","True","text","True","BiomedicalConceptProperty_10","AERELNST","dd6c838e-310e-4fb0-82e1-476eaca244be"
"BiomedicalConceptProperty","AEPATT","True","text","True","BiomedicalConceptProperty_11","AEPATT","e85950dd-20c6-4ad2-a89b-d23c39be2121"
"BiomedicalConceptProperty","AEOUT","True","text","True","BiomedicalConceptProperty_12","AEOUT","ea72f8d8-28de-461e-859c-f60329e9e905"
"BiomedicalConceptProperty","AESCAN","True","text","True","BiomedicalConceptProperty_13","AESCAN","2e61bc65-52fb-4b43-978f-c91ef23d2d46"
"BiomedicalConceptProperty","AESCONG","True","text","True","BiomedicalConceptProperty_14","AESCONG","2dad0810-ecb0-4e0d-8082-d4450e6cbea3"
"BiomedicalConceptProperty","AESDISAB","True","text","True","BiomedicalConceptProperty_15","AESDISAB","74081f24-321f-4620-ae95-2df086df64e6"
"BiomedicalConceptProperty","AESDTH","True","text","True","BiomedicalConceptProperty_16","AESDTH","44157f76-f485-4e29-9757-0346fb0bcbec"
"BiomedicalConceptProperty","AESHOSP","True","text","True","BiomedicalConceptProperty_17","AESHOSP","5ff4f8bf-e354-427d-9211-7a3e07a3cb60"
"BiomedicalConceptProperty","AESLIFE","True","text","True","BiomedicalConceptProperty_18","AESLIFE","8ccd5d21-6ee5-43df-93b1-2d9ad7809ad9"
"BiomedicalConceptProperty","AESOD","True","text","True","BiomedicalConceptProperty_19","AESOD","5e1ffda8-a160-48d5-99fb-26a854a04d92"
"BiomedicalConceptProperty","AESMIE","True","text","True","BiomedicalConceptProperty_20","AESMIE","9a86460d-a01b-4921-9651-c97530518200"
"BiomedicalConceptProperty","AECONTRT","True","text","True","BiomedicalConceptProperty_21","AECONTRT","764157b7-4ee5-4eac-988f-8f6683aed002"
"BiomedicalConceptProperty","AESTDTC","True","datetime","True","BiomedicalConceptProperty_22","AESTDTC","55780186-3353-4bc1-b06a-5f832bcf56e1"
"BiomedicalConceptProperty","AEENDTC","True","datetime","True","BiomedicalConceptProperty_23","AEENDTC","f03182d7-1570-4d1a-8305-0b4de216158d"
"BiomedicalConceptProperty","VSTESTCD","True","","True","BiomedicalConceptProperty_24","VSTESTCD","a5b1e644-de5f-420f-986e-70956f5beaaf"
