"instanceType","label","isEnabled","datatype","isRequired","id","name","uuid:ID"
"BiomedicalConceptProperty","VSORRES","True","integer","True","BiomedicalConceptProperty_25","VSORRES","59a5e7f2-2360-4488-ab2d-59e04a7c01a3"
"BiomedicalConceptProperty","VSORRESU","True","","True","BiomedicalConceptProperty_26","VSORRESU","ac8095f3-a25b-47b5-b607-fcd01186fd39"
"BiomedicalConceptProperty","VSPOS","True","","True","BiomedicalConceptProperty_27","VSPOS","aa6640c9-2f3a-45ec-be89-43d6ac20f61a"
"BiomedicalConceptProperty","VSLOC","True","","True","BiomedicalConceptProperty_28","VSLOC","571f906e-6600-48a8-aca3-f8e52d895815"
"BiomedicalConceptProperty","VSLAT","True","","True","BiomedicalConceptProperty_29","VSLAT","1609c33b-683a-40c1-9add-62af1dbc753d"
"BiomedicalConceptProperty","VSTESTCD","True","","True","BiomedicalConceptProperty_30","VSTESTCD","a9c18a6b-7c58-4c94-9a97-635f7a258f79"
"BiomedicalConceptProperty","VSORRES","True","integer","True","BiomedicalConceptProperty_31","VSORRES","bbe8f9a9-cbc6-46c7-85b9-1095d46b0879"
"BiomedicalConceptProperty","VSORRESU","True","","True","BiomedicalConceptProperty_32","VSORRESU","dd77f85f-2185-41ab-89a0-34f306a6f5cd"
"BiomedicalConceptProperty","VSPOS","True","","True","BiomedicalConceptProperty_33","VSPOS","ce0b0e34-94da-4e4c-9307-a44aea50ae9f"
"BiomedicalConceptProperty","VSLOC","True","","True","BiomedicalConceptProperty_34","VSLOC","61ecf69b-bd71-46a3-810d-f3d0c06e7973"
"BiomedicalConceptProperty","VSLAT","True","","True","BiomedicalConceptProperty_35","VSLAT","9f88ac34-80a3-4107-8341-ca48f19267c9"
"BiomedicalConceptProperty","VSTESTCD","True","","True","BiomedicalConceptProperty_36","VSTESTCD","2d3bdebf-38ea-426a-9706-62de19fbedac"
"BiomedicalConceptProperty","VSORRES","True","float","True","BiomedicalConceptProperty_37","VSORRES","4a419cd7-f513-482e-8692-2121cb23a4f3"
"BiomedicalConceptProperty","VSORRESU","True","","True","BiomedicalConceptProperty_38","VSORRESU","1736cf0d-2d86-4f9b-83ca-b6f81fee7212"
"BiomedicalConceptProperty","VSLOC","True","","True","BiomedicalConceptProperty_39","VSLOC","8d3ce490-22af-4595-bfec-90f76954844b"
"BiomedicalConceptProperty","VSTESTCD","True","","True","BiomedicalConceptProperty_40","VSTESTCD","f70b9359-a08c-4f6c-8fd6-9dd734789127"
"BiomedicalConceptProperty","VSORRES","True","float","True","BiomedicalConceptProperty_41","VSORRES","69353f56-6efd-4afa-81f4-492bbaac3274"
"BiomedicalConceptProperty","VSORRESU","True","","True","BiomedicalConceptProperty_42","VSORRESU","9ca992b3-1b2b-487b-87ab-9da12cd72e0a"
"BiomedicalConceptProperty","VSTESTCD","True","","True","BiomedicalConceptProperty_43","VSTESTCD","a99c97ed-bc13-4ab2-95ff-2dc954fb63cf"
"BiomedicalConceptProperty","VSORRES","True","float","True","BiomedicalConceptProperty_44","VSORRES","59f4bab7-140f-4579-ae42-ae7ea0ab3950"
"BiomedicalConceptProperty","VSORRESU","True","","True","BiomedicalConceptProperty_45","VSORRESU","f5ec47e2-c3ce-4c37-aca8-47351497c6d1"
"BiomedicalConceptProperty","LBTESTCD","True","","True","BiomedicalConceptProperty_46","LBTESTCD","8facc793-32d4-4f43-99dc-821fa9905e1b"
"BiomedicalConceptProperty","LBORRES","True","float","True","BiomedicalConceptProperty_47","LBORRES","b09939b4-6949-4268-8600-0d410b8d08a6"
"BiomedicalConceptProperty","LBORRESU","True","","True","BiomedicalConceptProperty_48","LBORRESU","bbbe2477-466b-4046-96c2-41fa694059e4"
"BiomedicalConceptProperty","LBSPEC","True","","True","BiomedicalConceptProperty_49","LBSPEC","12fae8fd-760c-4a10-8b25-663faff30159"
"BiomedicalConceptProperty","LBFAST","True","","True","BiomedicalConceptProperty_50","LBFAST","c8ee8cea-1042-4d01-ab21-92599f337eb4"
"BiomedicalConceptProperty","LBTESTCD","True","","True","BiomedicalConceptProperty_51","LBTESTCD","3f31f7d9-99db-45ca-a0b7-a86f287e2abf"
"BiomedicalConceptProperty","LBORRES","True","text","True","BiomedicalConceptProperty_52","LBORRES","21dd4de7-9fd0-4fe6-8fd7-7e3754e92265"
"BiomedicalConceptProperty","LBSPEC","True","","True","BiomedicalConceptProperty_53","LBSPEC","43e087a5-ae3d-47d0-b1c0-1e9c23894c18"
"BiomedicalConceptProperty","LBFAST","True","","True","BiomedicalConceptProperty_54","LBFAST","3a54cc80-f1cf-40bb-a028-1baf3f0d1d3c"
"BiomedicalConceptProperty","LBTESTCD","True","","True","BiomedicalConceptProperty_55","LBTESTCD","28391e4b-e7c4-41c0-a84a-21b61176c71a"
"BiomedicalConceptProperty","LBORRES","True","float","True","BiomedicalConceptProperty_56","LBORRES","3e432d0e-3f69-4473-8c5b-f1acc26c2bed"
"BiomedicalConceptProperty","LBORRESU","True","","True","BiomedicalConceptProperty_57","LBORRESU","23e9dc7b-5387-487e-a0b9-2b8df82c5dc5"
"BiomedicalConceptProperty","LBSPEC","True","","True","BiomedicalConceptProperty_58","LBSPEC","cc523060-eb26-44b5-bd49-fdcaf89d75cb"
"BiomedicalConceptProperty","LBFAST","True","","True","BiomedicalConceptProperty_59","LBFAST","562a4e4d-cdba-478d-8f5a-3069e3897e3a"
"BiomedicalConceptProperty","LBTESTCD","True","","True","BiomedicalConceptProperty_60","LBTESTCD","a707d5c2-837e-4b9f-9634-0813150cd9c4"
"BiomedicalConceptProperty","LBORRES","True","float","True","BiomedicalConceptProperty_61","LBORRES","6e8b90a5-3ab6-474b-ad35-9ca2c62324a4"
"BiomedicalConceptProperty","LBORRESU","True","","True","BiomedicalConceptProperty_62","LBORRESU","499e9f81-8bc9-44be-9ad7-623d148434b3"
"BiomedicalConceptProperty","LBSPEC","True","","True","BiomedicalConceptProperty_63","LBSPEC","157fa69e-1579-4a9e-a2eb-54a7ea455933"
"BiomedicalConceptProperty","LBFAST","True","","True","BiomedicalConceptProperty_64","LBFAST","5979e448-e883-491a-bb47-33fceec652e5"
"BiomedicalConceptProperty","LBTESTCD","True","","True","BiomedicalConceptProperty_65","LBTESTCD","36c788f8-f957-4793-a605-67c2429e476a"
"BiomedicalConceptProperty","LBORRES","True","float","True","BiomedicalConceptProperty_66","LBORRES","93bd9334-b7ad-4f64-80c9-0c28453d5530"
"BiomedicalConceptProperty","LBORRESU","True","","True","BiomedicalConceptProperty_67","LBORRESU","deba4a1d-6c0e-4ff1-ad9d-aa1b22853592"
"BiomedicalConceptProperty","LBSPEC","True","","True","BiomedicalConceptProperty_68","LBSPEC","1da1bb11-894e-419a-8dd7-265b8422ddd7"
"BiomedicalConceptProperty","LBFAST","True","","True","BiomedicalConceptProperty_69","LBFAST","ebf89b0d-a501-4b87-ba1a-de0265fcbd0c"
"BiomedicalConceptProperty","LBTESTCD","True","","True","BiomedicalConceptProperty_70","LBTESTCD","80820e48-fb82-4356-a126-dd2a048df951"
"BiomedicalConceptProperty","LBORRES","True","float","True","BiomedicalConceptProperty_71","LBORRES","6dcb8811-16e7-4422-a3fa-77a77be27cac"
"BiomedicalConceptProperty","LBORRESU","True","","True","BiomedicalConceptProperty_72","LBORRESU","7281711c-d60c-44a4-b48d-a815c9692ef4"
"BiomedicalConceptProperty","LBSPEC","True","","True","BiomedicalConceptProperty_73","LBSPEC","ba39f106-de57-4523-8f99-1793348f6343"
"BiomedicalConceptProperty","LBFAST","True","","True","BiomedicalConceptProperty_74","LBFAST","355bfe13-2c0c-475d-a0e0-b0bf6bb3a88d"
"BiomedicalConceptProperty","LBTESTCD","True","","True","BiomedicalConceptProperty_75","LBTESTCD","b8e23812-490c-4637-a1a3-52b917b2fe07"
"BiomedicalConceptProperty","LBORRES","True","float","True","BiomedicalConceptProperty_76","LBORRES","cf61d6e0-6648-46c6-a6da-78130999b1f3"
"BiomedicalConceptProperty","LBORRESU","True","","True","BiomedicalConceptProperty_77","LBORRESU","a360128e-d3dd-4c2a-8574-b2c7e274045c"
"BiomedicalConceptProperty","LBSPEC","True","","True","BiomedicalConceptProperty_78","LBSPEC","246ca301-139b-42a7-9356-821eac28374b"
"BiomedicalConceptProperty","LBFAST","True","","True","BiomedicalConceptProperty_79","LBFAST","1eee0c98-03d4-4f59-b790-699b6cf9064e"
"BiomedicalConceptProperty","VSTESTCD","True","","True","BiomedicalConceptProperty_80","VSTESTCD","2b036f5b-233c-41b7-a8df-fdbc6ba6a8a5"
"BiomedicalConceptProperty","VSORRES","True","integer","True","BiomedicalConceptProperty_81","VSORRES","963cbef7-4e80-4a41-be29-002449b76f89"
"BiomedicalConceptProperty","VSORRESU","True","","True","BiomedicalConceptProperty_82","VSORRESU","45399248-912c-4d32-871f-1873b3d5b8e2"
"BiomedicalConceptProperty","VSPOS","True","","True","BiomedicalConceptProperty_83","VSPOS","e92dec4e-3864-49d7-a739-e2b696e61719"
"BiomedicalConceptProperty","VSLOC","True","","True","BiomedicalConceptProperty_84","VSLOC","ae4b0361-707d-4764-a4ea-7bcd7ff7feb7"
"BiomedicalConceptProperty","VSLAT","True","","True","BiomedicalConceptProperty_85","VSLAT","4f2e65be-e7e9-49ad-9a97-f4865e6fb801"
"BiomedicalConceptProperty","VSTESTCD","True","","True","BiomedicalConceptProperty_86","VSTESTCD","ee8779a5-23f1-4299-85c5-8c173a1e8fcc"
"BiomedicalConceptProperty","VSORRES","True","integer","True","BiomedicalConceptProperty_87","VSORRES","e6414864-10ec-4040-bd22-e698d8b31790"
"BiomedicalConceptProperty","VSORRESU","True","","True","BiomedicalConceptProperty_88","VSORRESU","09ff222c-e45e-43a4-a27b-1f9409474ae8"
"BiomedicalConceptProperty","VSPOS","True","","True","BiomedicalConceptProperty_89","VSPOS","5706e9bf-76d6-4c65-9202-afbd47a8c712"
"BiomedicalConceptProperty","VSLOC","True","","True","BiomedicalConceptProperty_90","VSLOC","8c75e81d-d126-4897-9597-8a433eb83036"
"BiomedicalConceptProperty","VSLAT","True","","True","BiomedicalConceptProperty_91","VSLAT","5e3c49d9-e3ab-4fd1-af2c-81dd617b3ffb"
"BiomedicalConceptProperty","VSTESTCD","True","","True","BiomedicalConceptProperty_92","VSTESTCD","294abcc0-edd9-439a-a723-3fef9ba9d5ea"
"BiomedicalConceptProperty","VSORRES","True","integer","True","BiomedicalConceptProperty_93","VSORRES","86d2e9c9-97a4-4577-a97c-718bd1ecac5a"
"BiomedicalConceptProperty","VSORRESU","True","","True","BiomedicalConceptProperty_94","VSORRESU","a6582ef6-6409-4ce8-8e99-33b656c1492b"
"BiomedicalConceptProperty","VSPOS","True","","True","BiomedicalConceptProperty_95","VSPOS","5e1effcc-4c3d-4e1a-96a9-184ece47e1a3"
"BiomedicalConceptProperty","VSLOC","True","","True","BiomedicalConceptProperty_96","VSLOC","da0bef18-61ef-4056-b818-97c0507f87f8"
"BiomedicalConceptProperty","VSLAT","True","","True","BiomedicalConceptProperty_97","VSLAT","44513482-5203-447b-9138-de0b077b9638"
"BiomedicalConceptProperty","VSTESTCD","True","","True","BiomedicalConceptProperty_98","VSTESTCD","ea8d810d-252a-4248-8ebd-a6602eed0982"
"BiomedicalConceptProperty","VSORRES","True","integer","True","BiomedicalConceptProperty_99","VSORRES","c8f52fb5-a9d9-481c-9c29-eed4f17cc67e"
"BiomedicalConceptProperty","VSORRESU","True","","True","BiomedicalConceptProperty_100","VSORRESU","447dd5a9-00f8-4b7a-9b0a-8b3031f56eae"
"BiomedicalConceptProperty","VSPOS","True","","True","BiomedicalConceptProperty_101","VSPOS","ee85df7f-b127-47a6-9ae9-477a847522c6"
"BiomedicalConceptProperty","VSLOC","True","","True","BiomedicalConceptProperty_102","VSLOC","7b33faab-5cc1-4099-aa7d-8bb12d1d35a5"
"BiomedicalConceptProperty","VSLAT","True","","True","BiomedicalConceptProperty_103","VSLAT","e7b99941-be36-4234-8bdd-126c40eedf48"
"BiomedicalConceptProperty","VSTESTCD","True","","True","BiomedicalConceptProperty_104","VSTESTCD","2391b8e8-da48-4237-924a-807bf2733b68"
"BiomedicalConceptProperty","VSORRES","True","integer","True","BiomedicalConceptProperty_105","VSORRES","53902d83-631c-4bf2-8031-5ad83c958b9a"
"BiomedicalConceptProperty","VSORRESU","True","","True","BiomedicalConceptProperty_106","VSORRESU","158730d9-75ac-4c69-b446-54cc217faac9"
"BiomedicalConceptProperty","VSPOS","True","","True","BiomedicalConceptProperty_107","VSPOS","3ed289e8-f95b-4f0e-bbee-ba15ece0b6cb"
"BiomedicalConceptProperty","VSLOC","True","","True","BiomedicalConceptProperty_108","VSLOC","ced538dc-8c5e-4cd1-824b-b562d6fea062"
"BiomedicalConceptProperty","VSLAT","True","","True","BiomedicalConceptProperty_109","VSLAT","9a283085-2a24-45cd-99ec-b19c59cca6de"
"BiomedicalConceptProperty","VSTESTCD","True","","True","BiomedicalConceptProperty_110","VSTESTCD","0f9a0a8a-b8ef-4dbb-8ddb-a4ec302ad0e0"
"BiomedicalConceptProperty","VSORRES","True","integer","True","BiomedicalConceptProperty_111","VSORRES","95552c24-7ef3-49dd-9c75-f14ab1d6b1ae"
"BiomedicalConceptProperty","VSORRESU","True","","True","BiomedicalConceptProperty_112","VSORRESU","ee43d737-17a6-4e76-8470-029260df6f41"
"BiomedicalConceptProperty","VSPOS","True","","True","BiomedicalConceptProperty_113","VSPOS","1dfb6557-471c-4323-a893-70e648c3a96a"
"BiomedicalConceptProperty","VSLOC","True","","True","BiomedicalConceptProperty_114","VSLOC","564a6062-eb98-446b-a9ad-21ad8ae6fb74"
"BiomedicalConceptProperty","VSLAT","True","","True","BiomedicalConceptProperty_115","VSLAT","c3d07b21-1b4b-4ec9-8f74-dc0959cfcf35"
