"minValue","maxValue","uuid:ID","isApproximate","id","instanceType"
"300.0","300.0","f0ac6da6-39b2-4382-b478-6de0a5beab1c","False","Range_2","Range"
"300.0","300.0","f90c5826-0355-497d-95e4-297d09743b91","False","Range_1","Range"
"50.0","100.0","c0b37759-9547-484b-8f82-b1b92f5b5576","False","Range_3","Range"
