"uuid:ID","instanceType","isApproximate","minValue","id","maxValue"
"deb87f10-cb8a-4999-809b-a2ca799ccfb7","Range","False","300.0","Range_2","300.0"
"4a522f1f-8c30-4be5-a237-be13660d6d16","Range","False","300.0","Range_1","300.0"
"a4bf5e1f-8058-41e6-b2e9-4e59f9736d14","Range","False","50.0","Range_3","100.0"
