"id:ID","id","code","uuid"
"133","GeographicScope_1","","28fcb158-efd7-4b4f-8354-3afb662d1fc5"
"134","GeographicScope_2","","3b2845ef-c292-496e-ba31-c7e5093957fe"
"135","GeographicScope_3","","15a372ab-9939-4571-bdad-415940ecee9a"
"136","GeographicScope_4","","361d292c-c759-424b-a013-62536f820a70"
"137","GeographicScope_5","","0ffebb3b-4686-45b5-8e4e-9d89c78da9a0"
"138","GeographicScope_6","","94ca06c3-c9ec-49de-9489-28629a1a901e"
