"id:ID","id","responseCodeEnabled","uuid"
"187","ResponseCode_1","True","5cf5fd46-4513-4913-8ab4-7bd3bc45ba50"
"188","ResponseCode_2","True","1e5d49fe-ee6e-48a6-a78b-f66d3cb01130"
"189","ResponseCode_3","True","67c9a3c1-e6f3-4ae8-bee4-ec53e42ab4de"
"190","ResponseCode_4","True","e578d321-a497-414a-b465-6edd41fbb028"
"191","ResponseCode_5","True","993e6065-1e09-4b3e-8eda-9237396d3cd5"
"192","ResponseCode_6","True","278e354a-a833-47e4-af5b-342413097737"
"193","ResponseCode_7","True","01ecfb1e-f636-4448-b1aa-7a2648ccb34a"
