"uuid:ID","isApproximate","instanceType","maxValue","minValue","id"
"6200237c-b449-4428-85ed-a9e179af77b4","False","Range","300.0","300.0","Range_2"
"577fd565-9be9-46ce-bd66-b0ce0888b1e2","False","Range","300.0","300.0","Range_1"
"0e0578a7-176c-4357-9491-a754a0099c18","False","Range","100.0","50.0","Range_3"
