"uuid:ID","id","otherReason","instanceType"
"e6c01de9-dac3-4bac-9f60-587a51509186","StudyAmendmentReason_1","","StudyAmendmentReason"
"dffe6fc8-ca5c-4668-b158-b355005d23f7","StudyAmendmentReason_2","Fix typographical errors","StudyAmendmentReason"
