"id","uuid:ID","standardCodeAliases"
"AliasCode_1","94150e46-cc13-4030-b067-f720c5376815","[]"
"AliasCode_4","ea13db6d-ec5e-46e1-b0cd-5190375e3b49","[]"
"AliasCode_3","487dac27-4c3f-4fb6-8582-47806ec007f5","[]"
"AliasCode_6","6d67ed20-d430-40e2-919d-e5611226bcd1","[]"
"AliasCode_5","761eee11-2c31-40db-b4de-8baff333f720","[]"
"AliasCode_8","984be211-3404-4c30-ade7-cd4a20e7ac44","[]"
"AliasCode_9","d222a2ce-8979-4fbd-9279-e1f727171cc0","[]"
"AliasCode_7","2e1e728b-ee28-4614-9c45-cb05af8c3109","[]"
"AliasCode_2","fbf65f4f-0898-41ad-aa27-6dc5a536a199","[]"
