"standardCodeAliases","id","uuid:ID"
"[]","AliasCode_1","c4868795-b556-4449-a7b0-1a823008be2d"
"[]","AliasCode_4","ef15f096-f2d9-461e-bc6c-a9c2bb235438"
"[]","AliasCode_3","3a093efb-2ad4-4d04-b60f-47b2ceb66484"
"[]","AliasCode_6","e888b7bb-73f1-46d4-b0a4-f358d7793585"
"[]","AliasCode_5","2250f80e-c424-42dc-b826-f6bd59505ddd"
"[]","AliasCode_8","4c78903f-fba9-4998-8cfd-4baf4d842db1"
"[]","AliasCode_9","28432118-764d-48ec-8f45-97b845ad4e6e"
"[]","AliasCode_7","4333cc21-b65f-4208-b380-b5deda8d1c57"
"[]","AliasCode_2","27b6af8a-8f8c-40e0-bfa0-36c80464ff58"
