"id","name","text","label","description","uuid:ID"
"AnalysisPopulation_1","AP_1","ITT","","","1ad85e82-4ec5-44de-ab38-a90a1f664394"
"AnalysisPopulation_2","AP_4","ITT","","","89fb5fc5-eb0e-42d6-8793-b35c943b4d8e"
