"id","uuid:ID","instanceType"
"StudyCell_1","31096eec-34da-4530-9368-0f6e117c9775","StudyCell"
"StudyCell_2","2215517c-0993-4843-96a8-4a40f9750cde","StudyCell"
"StudyCell_3","87c5c861-8852-4ce3-bc37-101b7ca40676","StudyCell"
"StudyCell_4","ad9ca077-359b-4fa0-bcb5-bf8986ff0682","StudyCell"
"StudyCell_5","4d0ead56-e8bc-41e7-b513-00ab449ea24e","StudyCell"
"StudyCell_6","9b1109f8-826c-47c1-8fb5-a0943b14798e","StudyCell"
"StudyCell_7","edf9cf80-cacb-44e2-8cd9-d8686c13a1bc","StudyCell"
"StudyCell_8","ad4b5a6d-eaee-4616-b8b9-be12c4fa239f","StudyCell"
"StudyCell_9","405dafe3-8ff9-4433-a757-5eef80d25fcd","StudyCell"
"StudyCell_10","857be008-db9a-4ac0-8e57-295579daaf79","StudyCell"
"StudyCell_11","707710c0-e2a7-4991-96f3-109e16063ef9","StudyCell"
"StudyCell_12","fc53321a-60da-4e9a-af58-439c4c782afc","StudyCell"
"StudyCell_13","876cc373-4a3b-49b8-bd72-799a23ed1baf","StudyCell"
"StudyCell_14","bdf1f1b7-238c-4f35-bdb1-46c48e38e79a","StudyCell"
"StudyCell_15","5226fed9-227a-4515-9d15-29e08d496056","StudyCell"
