"maxValue","minValue","id","isApproximate","uuid:ID"
"120.0","120.0","Range_2","False","0bbf4f41-a55a-4b15-9550-6891e8167eb4"
"100.0","100.0","Range_1","False","c82ae194-7c87-45cd-8397-451da79d2a93"
