"id","value","uuid:ID"
"Quantity_3","1.0","aace8291-f066-47f4-8cef-834966941e61"
"Quantity_1","14.0","1c18ef5d-7ca6-4974-bf12-8801c36a1869"
"Quantity_2","12.0","2fb98c71-0724-4cba-af72-e5633fb4d22a"
"Quantity_6","1.0","8019ebdf-37a9-4b9c-ba52-987c4c8d9f97"
"Quantity_4","14.0","17cd38c0-9ac0-429f-9d91-4226ff212d2d"
"Quantity_5","12.0","5a6a8ac3-2ddf-4d70-ae96-84a8bc99f806"
