"label","id","description","name","uuid:ID"
"","StudyCohort_1","","COHORT1","9ff2ff82-ac83-43fa-9fe0-9f8e8f40b826"
"","StudyCohort_2","","COHORT2","f35c6ef8-5d3c-44ca-b5cf-444195bc5746"
