"instanceType","id","uuid:ID"
"StudyCell","StudyCell_1","6cdeae0c-9d76-449c-9bc7-6fc2a6022fcd"
"StudyCell","StudyCell_2","50acc327-d369-412d-85c3-2b3b5dd151ed"
"StudyCell","StudyCell_3","e72a2be5-3db9-498b-9b11-19c9d0149ad5"
"StudyCell","StudyCell_4","a1c08b1c-b16a-4a09-8fbc-0e0758c0c564"
"StudyCell","StudyCell_5","cecb11b4-e154-4f43-936a-30bab3e734d6"
"StudyCell","StudyCell_6","f001d46c-80ee-4acd-a24e-3a3b1b7d9294"
"StudyCell","StudyCell_7","75f249db-4ce6-4505-8f34-4c5dd7702b4d"
"StudyCell","StudyCell_8","1b3214b6-2c5e-44d1-b291-0dc4fca04f64"
"StudyCell","StudyCell_9","aae4b786-f13d-41d8-a4ad-24c57efb1ac3"
"StudyCell","StudyCell_10","f53708be-d249-4814-9734-68fc22f0014d"
"StudyCell","StudyCell_11","d15922a5-1433-4f53-a9f0-65346087933d"
"StudyCell","StudyCell_12","294953fe-6be5-4f6b-8008-b988af358896"
"StudyCell","StudyCell_13","3f3fdf21-5daa-4583-97d7-57ec68808b22"
"StudyCell","StudyCell_14","6bad83fe-0813-43a9-b0bb-b0805c5468d0"
"StudyCell","StudyCell_15","5ead5926-517b-45f2-9a54-60fa890340db"
