"label","description","instanceType","id","name","uuid:ID"
"IE Dictionary","Dictionary for IE","SyntaxTemplateDictionary","SyntaxTemplateDictionary_1","IE_Dict","e5eb8025-94da-4eb6-b045-d1368d7de78e"
"Assessment Dictionary","Dictionary for Study Assessments","SyntaxTemplateDictionary","SyntaxTemplateDictionary_2","AS_Dict","3aab644a-d7eb-4979-a388-ddb3e56b44f6"
