"instanceType","maxValue","id","minValue","isApproximate","uuid:ID"
"Range","300.0","Range_2","300.0","False","78b7bcb9-dcb6-4a0f-818b-548b535681fe"
"Range","300.0","Range_1","300.0","False","1cc7b94c-f69b-4cb2-8134-1b769f9e0eca"
"Range","100.0","Range_3","50.0","False","659fbffa-607c-4006-b839-d4ed969e582e"
