"id","text","postalCode","district","city","uuid:ID","line","state"
"Address_1","Lilly Corporate Ctr, Indianapolis, -, IN, 4628, United States of America","4628","-","Indianapolis","8711449d-9578-4752-9a92-ceba6aea339d","Lilly Corporate Ctr","IN"
