"uuid:ID","id","otherReason","instanceType"
"ad638d20-f04a-4b1d-8b6c-875bb426ece5","StudyAmendmentReason_1","","StudyAmendmentReason"
"ca5036e1-704d-4c8f-9edb-5c6e03d2fefd","StudyAmendmentReason_2","Fix typographical errors","StudyAmendmentReason"
