"id","uuid:ID"
"StudyCell_1","ed7e3590-1239-4973-8125-06441ef04d7b"
"StudyCell_2","44206cc3-483a-4acb-9f29-1c0e99d04629"
"StudyCell_3","479051f5-8334-4a80-93b6-83d2167b1585"
"StudyCell_4","de67476f-8221-4c9f-82f2-55c822c494cd"
"StudyCell_5","483c8520-6bad-4915-9fb3-3e0757517f6c"
"StudyCell_6","eb0d6795-bcd4-443b-af2a-6a6e09d41d09"
"StudyCell_7","dff18dc9-aa96-4a93-b8a7-be3457a388df"
"StudyCell_8","6324fb2c-76de-4965-b919-00caffd249fb"
"StudyCell_9","10bc0169-d227-4dc9-93fd-6b7fc491072a"
"StudyCell_10","2de3f56d-a022-4604-b80c-a2a75f010148"
"StudyCell_11","6879f2f5-3acc-4ef5-aae8-87c11c4c78ec"
"StudyCell_12","09728e3a-e33c-44d3-9bd9-415e712d0e69"
"StudyCell_13","3338d1ed-22df-4113-9a9c-437c36218fd1"
"StudyCell_14","492fc32c-5524-4991-80c7-b8d039b51fd6"
"StudyCell_15","99dc6c92-7ab9-4a7a-a17b-1a9050da01f4"
