"district","id","city","postalCode","uuid:ID","state","line","text"
"-","Address_1","Indianapolis","4628","47cca4da-139b-497b-bfb8-0755d8ec55b6","IN","Lilly Corporate Ctr","Lilly Corporate Ctr, Indianapolis, -, IN, 4628, United States of America"
