"uuid:ID","id"
"f9f5e67c-82fa-4ca8-b845-350371755d86","StudyCell_1"
"1bb83eee-0b0a-4f0e-ab69-96096b235a70","StudyCell_2"
"775b5d65-7c66-4ce7-8182-7aeabef3dd9e","StudyCell_3"
"f6d21e4f-0007-4d04-aac9-9f9bcbd6d181","StudyCell_4"
"97c9281f-4c9e-4ed7-9bf1-069fc32e8551","StudyCell_5"
"ea5e89cd-c939-456d-841b-732f48764672","StudyCell_6"
"134928df-9796-446f-922e-743ad7439f6d","StudyCell_7"
"9573e433-f793-4637-91d3-0f29481c3a36","StudyCell_8"
