"isEnabled","uuid:ID","id"
"True","396d3147-90ae-4e05-86d9-5d59929904e2","ResponseCode_1"
"True","792e432e-c67d-44d5-b387-fcc95ffb9a83","ResponseCode_2"
"True","95739150-3be0-4e6f-8c72-ac71adc04068","ResponseCode_3"
"True","d8c13334-0545-4452-a0cc-b6d81f5d2bbf","ResponseCode_4"
"True","24ff4d30-ba27-49d2-b376-0c76d83b4b32","ResponseCode_5"
