"minValue","id","maxValue","isApproximate","uuid:ID"
"120.0","Range_2","120.0","False","ecd8ed52-90ac-4a49-9115-1cceeaafcfa0"
"100.0","Range_1","100.0","False","8894107b-5197-455c-99e9-08d8c0be639b"
