"uuid:ID","instanceType","quantity","id"
"89d92f66-fb54-445b-8713-4c197bf5f554","SUBJECT_ENROLLMENT","0","SubjectEnrollment_5"
"1f721e1b-6b83-4dfa-9da0-c9c87e665fb7","SUBJECT_ENROLLMENT","31%","SubjectEnrollment_4"
"100449e3-c585-44a1-b595-83096793f323","SUBJECT_ENROLLMENT","15","SubjectEnrollment_2"
"abec9020-2d11-4ce1-97fd-23465a93deb8","SUBJECT_ENROLLMENT","20%","SubjectEnrollment_3"
"2f13f9bd-d5d7-41f1-9a9d-df8444fa2b24","SUBJECT_ENROLLMENT","65%","SubjectEnrollment_1"
