"value","uuid:ID","id"
"1.0","f75974bf-ea64-4be9-a4fd-a1700e38c11e","Quantity_3"
"14.0","e04f320d-e6e7-4f82-bcc6-753f9d49803b","Quantity_1"
"12.0","dd482367-c048-45b8-bd1a-7041bb6a52c9","Quantity_2"
"1.0","947d310b-7f36-4022-9900-71d5a59b29f6","Quantity_6"
"14.0","9b631bbf-4bb6-41f8-90e2-4f48412df4e8","Quantity_4"
"12.0","21e82f56-2dd7-4a57-ab7f-b6f574e3cb4c","Quantity_5"
