"id","description","label","instanceType","name","uuid:ID"
"SyntaxTemplateDictionary_1","Dictionary for IE","IE Dictionary","SyntaxTemplateDictionary","IE_Dict","84b5cf0f-c6ec-4289-9b99-fea573b312e8"
"SyntaxTemplateDictionary_2","Dictionary for Study Assessments","Assessment Dictionary","SyntaxTemplateDictionary","AS_Dict","ba718d0f-d7e9-4d0e-a9c7-4242d3de2761"
