"maxValue","id","minValue","isApproximate","instanceType","uuid:ID"
"300.0","Range_2","300.0","False","Range","5e557ff4-174a-4dc2-ab38-0c64d1e71efa"
"300.0","Range_1","300.0","False","Range","a8a3a238-5a5f-46dd-a093-fb8f6661ce75"
"100.0","Range_3","50.0","False","Range","889c856a-b75e-4c02-a6bf-de4515f48d8b"
