"uuid:ID","instanceType","id"
"bf79bb47-43e8-4690-9fb6-de84be80ebe8","StudyCell","StudyCell_1"
"de745e0d-b725-423f-9b8e-a7f43c86e3fe","StudyCell","StudyCell_2"
"83ebe9ca-3c5f-46b6-a362-f65d18fa4966","StudyCell","StudyCell_3"
"94b73f7a-d610-4902-ad91-d560eaecee7b","StudyCell","StudyCell_4"
"65ec530d-1d66-4011-a617-57567b9b4638","StudyCell","StudyCell_5"
"072cfd13-a4ac-484a-9dd6-4e95007fe0c0","StudyCell","StudyCell_6"
"bb802dfd-913b-4d77-a82a-eca16a1d6b8c","StudyCell","StudyCell_7"
"98f2ab20-9984-4ffa-8445-cdce480594bf","StudyCell","StudyCell_8"
"abc90d9e-d0e6-4b38-93f8-aba1c920e4c7","StudyCell","StudyCell_9"
"2a97ba5a-358e-4b2d-8470-b522c0181282","StudyCell","StudyCell_10"
"8d1e6b79-096e-4ac1-b6fe-cf3e362edbfe","StudyCell","StudyCell_11"
"e0b8aecb-ff39-4f92-bb61-ccab27cae3e2","StudyCell","StudyCell_12"
"abb549b0-8d24-46f8-889c-7fca404822ba","StudyCell","StudyCell_13"
"a4302da5-b110-4f9a-b1d7-2138c2ceba56","StudyCell","StudyCell_14"
"7f97ca00-130d-4814-9416-fedd772e163a","StudyCell","StudyCell_15"
