"uuid:ID","instanceType","isApproximate","maxValue","minValue","id"
"5bbe28cf-addb-4c4d-8d17-da40b66846f6","Range","False","300.0","300.0","Range_2"
"c1316a36-f5cb-42f1-b00d-04c0843209db","Range","False","300.0","300.0","Range_1"
"a9540691-f35f-4b0c-8943-0e5bf1b43291","Range","False","100.0","50.0","Range_3"
