"uuid:ID","name","instanceType","label","description","id","parameterMap"
"c9e4d0b2-3ff8-4ce1-9d3b-a61fd7242371","IE_Dict","SyntaxTemplateDictionary","IE Dictionary","Dictionary for IE","SyntaxTemplateDictionary_1","{'min_age': '<usdm:ref klass=""Range"" id=""Range_3"" attribute=""minValue""></usdm:ref>', 'max_age': '<usdm:ref klass=""Range"" id=""Range_3"" attribute=""maxValue""></usdm:ref>', 'StudyPopulation': '<usdm:ref klass=""StudyDesignPopulation"" id=""StudyDesignPopulation_1"" attribute=""description""></usdm:ref>'}"
"b635952f-8820-4d4a-8b05-c63371f4636a","AS_Dict","SyntaxTemplateDictionary","Assessment Dictionary","Dictionary for Study Assessments","SyntaxTemplateDictionary_2","{'Activity1': '<usdm:ref klass=""Activity"" id=""Activity_6"" attribute=""label""></usdm:ref>', 'Activity2': '<usdm:ref klass=""Activity"" id=""Activity_5"" attribute=""label""></usdm:ref>'}"
