"city","state","district","text","postalCode","uuid:ID","line","id"
"Indianapolis","IN","-","Lilly Corporate Ctr, Indianapolis, -, IN, 4628, United States of America","4628","96893157-cb68-45af-a154-4fd110cc35a6","Lilly Corporate Ctr","Address_1"
